MINISTER_MESSAGE_ENTRY;$TITLE$ $NAME$;$TITLE$ $NAME$;$TITLE$ $NAME$;;$TITLE$ $NAME$;;;;;;;;;X
DECISIONUS_LOG;DECISIONUS_LOG > TITLE=$TITLE$ + NAME=$NAME$ + MINISTERNAME=$MINISTERNAME$ + POSITION=$POSITION$ + PERSONALITY_DESC=$PERSONALITY_DESC$ + ELECTION_YEAR=$ELECTION_YEAR$ + WINNING_PARTY=$WINNING_PARTY$ + foreign_minister=$foreign_minister$ + COUNTRY=$COUNTRY$ + EVENT=$EVENT$ + OPTION=$OPTION$ + DESC=$DESC$ + LAWNAME=$LAWNAME$ + EFFECT=$EFFECT$ + TYPE=$TYPE$ + LEVEL=$LEVEL$ + PROV=$PROV$ + TARGET=$TARGET$ + IMPACT=$IMPACT$ + EVIL=$EVIL$ + TRANSPORTS=$TRANSPORTS$ + ESCORTS=$ESCORTS$ + CONVOY=$CONVOY$ + minister_of_intelligence=$minister_of_intelligence$ + chief_of_army=$chief_of_army$ + UNIT=$UNIT$ + MONARCHTITLE=$MONARCHTITLE$ + LOCATION=$LOCATION$ + NEWHOME=$NEWHOME$ + chief_of_navy=$chief_of_navy$ + chief_of_staff=$chief_of_staff$ + PARENT=$PARENT$ + SUB=$SUB$ + OLD=$OLD$ + NEW=$NEW$ + FREE=$FREE$ + FCAPITAL=$FCAPITAL$ + FROM=$FROM$ + minister_of_security=$minister_of_security$ + REBELS=$REBELS$ + REBELDESC=$REBELDESC$ + EVENTDESC=$EVENTDESC$ + head_of_government=$head_of_government$ + MESSENGER=$MESSENGER$ +  Decision: $EVENT$ for player.;Décision : $EVENT$ pour le joueur.;Entscheidung: $EVENT$ für Spieler.;;Decisión: $EVENT$ para el jugador.;;;;;;;;;x
DECISIONUS_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
DECISIONUS_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
DECISIONUS_BTN3;*;*;*;*;*;*;*;;;;;;;x
DECISIONUS_MAP;*;*;*;*;*;*;*;;;;;;;x
LAW_APPOINTED_SETUP;When a new law is enacted.;Lorsqu'une nouvelle loi entre en vigueur.;Wenn ein neues Gesetz verabschiedet wird.;;Cuando se promulga una nueva ley.;;;;;;;;;x
LAW_APPOINTED_HEADER;New law Enacted;Nouvelle loi en vigueur;Neues Gesetz verabschiedet;;Nueva ley promulgada;;;;;;;;;x
LAW_APPOINTED_1;$LAWNAME$;$LAWNAME$;$LAWNAME$;;$LAWNAME$;;;;;;;;;x
LAW_APPOINTED_2;has been enacted as our new $POSITION$;a été décrétée nouvelle $POSITION$;wurde als neues Gesetz für $POSITION$ verabschiedet;;se ha promulgado como nuestra nueva $POSITION$;;;;;;;;;x
LAW_APPOINTED_3;*;*;*;;*;;;;;;;;;x
LAW_APPOINTED_4;$EFFECT$\n$DESC$;$EFFECT$\n$DESC$;$EFFECT$\n$DESC$;;$EFFECT$\n$DESC$;;;;;;;;;x
LAW_APPOINTED_5;*;*;*;;*;;;;;;;;;x
LAW_APPOINTED_6;*;*;*;;*;;;;;;;;;x
LAW_APPOINTED_LOG;LAW_APPOINTED_LOG > TITLE=$TITLE$ + NAME=$NAME$ + MINISTERNAME=$MINISTERNAME$ + POSITION=$POSITION$ + PERSONALITY_DESC=$PERSONALITY_DESC$ + ELECTION_YEAR=$ELECTION_YEAR$ + WINNING_PARTY=$WINNING_PARTY$ + foreign_minister=$foreign_minister$ + COUNTRY=$COUNTRY$ + EVENT=$EVENT$ + OPTION=$OPTION$ + DESC=$DESC$ + LAWNAME=$LAWNAME$ + EFFECT=$EFFECT$ + TYPE=$TYPE$ + LEVEL=$LEVEL$ + PROV=$PROV$ + TARGET=$TARGET$ + IMPACT=$IMPACT$ + EVIL=$EVIL$ + TRANSPORTS=$TRANSPORTS$ + ESCORTS=$ESCORTS$ + CONVOY=$CONVOY$ + minister_of_intelligence=$minister_of_intelligence$ + chief_of_army=$chief_of_army$ + UNIT=$UNIT$ + MONARCHTITLE=$MONARCHTITLE$ + LOCATION=$LOCATION$ + NEWHOME=$NEWHOME$ + chief_of_navy=$chief_of_navy$ + chief_of_staff=$chief_of_staff$ + PARENT=$PARENT$ + SUB=$SUB$ + OLD=$OLD$ + NEW=$NEW$ + FREE=$FREE$ + FCAPITAL=$FCAPITAL$ + FROM=$FROM$ + minister_of_security=$minister_of_security$ + REBELS=$REBELS$ + REBELDESC=$REBELDESC$ + EVENTDESC=$EVENTDESC$ + head_of_government=$head_of_government$ + MESSENGER=$MESSENGER$ +  We enacted $LAWNAME$ as our $POSITION$.;Nous avons décréré $LAWNAME$ comme étant notre $POSITION$.;Wir haben $LAWNAME$ als neues Gesetz für $POSITION$ verabschiedet.;;Hemos promulgado $LAWNAME$ como nuestra $POSITION$.;;;;;;;;;x
LAW_APPOINTED_BTN1;OK;OK;OK;;Aceptar;;;;;;;;;x
LAW_APPOINTED_BTN2;OK;OK;OK;;Aceptar;;;;;;;;;x
LAW_APPOINTED_BTN3;Details;Détails;Details;;Detalles;;;;;;;;;x
LAW_APPOINTED_MAP;*;*;*;;*;;;;;;;;;x
TECH_ONCE_SETUP;When a major technology has been researched.;Lorsqu'une technologie importante a été étudiée.;Wenn eine Schlüsseltechnologie erforscht wurde.;;Cuando se haya desarrollado una tecnología principal.;;;;;;;;;x
TECH_ONCE_HEADER;Major Technology Researched.;Une technologie majeure a été étudiée.;Schlüsseltechnologie erforscht.;;Tecnología principal desarrollada.;;;;;;;;;x
TECH_ONCE_1;$TYPE$;$TYPE$;$TYPE$;;$TYPE$;;;;;;;;;x
TECH_ONCE_2;$TITLE$, we have finished the research of $TYPE$ which will give us the following benefits.;$TITLE$, nous avons terminé la recherche de : $TYPE$, ce qui nous donnera les avantages suivants.;$TITLE$, wir haben die Erforschung von $TYPE$ abgeschlossen, die uns die folgenden Vorzüge bietet.;;$TITLE$, hemos finalizado la investigación sobre $TYPE$ que nos proporcionará los siguientes beneficios.;;;;;;;;;x
TECH_ONCE_3;$EFFECT$;$EFFECT$;$EFFECT$;;$EFFECT$;;;;;;;;;x
TECH_ONCE_4;*;*;*;;*;;;;;;;;;x
TECH_ONCE_5;*;*;*;;*;;;;;;;;;x
TECH_ONCE_6;*;*;*;;*;;;;;;;;;x
TECH_ONCE_LOG;TECH_ONCE_LOG > TITLE=$TITLE$ + NAME=$NAME$ + MINISTERNAME=$MINISTERNAME$ + POSITION=$POSITION$ + PERSONALITY_DESC=$PERSONALITY_DESC$ + ELECTION_YEAR=$ELECTION_YEAR$ + WINNING_PARTY=$WINNING_PARTY$ + foreign_minister=$foreign_minister$ + COUNTRY=$COUNTRY$ + EVENT=$EVENT$ + OPTION=$OPTION$ + DESC=$DESC$ + LAWNAME=$LAWNAME$ + EFFECT=$EFFECT$ + TYPE=$TYPE$ + LEVEL=$LEVEL$ + PROV=$PROV$ + TARGET=$TARGET$ + IMPACT=$IMPACT$ + EVIL=$EVIL$ + TRANSPORTS=$TRANSPORTS$ + ESCORTS=$ESCORTS$ + CONVOY=$CONVOY$ + minister_of_intelligence=$minister_of_intelligence$ + chief_of_army=$chief_of_army$ + UNIT=$UNIT$ + MONARCHTITLE=$MONARCHTITLE$ + LOCATION=$LOCATION$ + NEWHOME=$NEWHOME$ + chief_of_navy=$chief_of_navy$ + chief_of_staff=$chief_of_staff$ + PARENT=$PARENT$ + SUB=$SUB$ + OLD=$OLD$ + NEW=$NEW$ + FREE=$FREE$ + FCAPITAL=$FCAPITAL$ + FROM=$FROM$ + minister_of_security=$minister_of_security$ + REBELS=$REBELS$ + REBELDESC=$REBELDESC$ + EVENTDESC=$EVENTDESC$ + head_of_government=$head_of_government$ + MESSENGER=$MESSENGER$ +  Research of $TYPE$ finished.;La recherche de $TYPE$ est terminée.;Forschung an $TYPE$ abgeschlossen.;;Investigación sobre $TYPE$ finalizada.;;;;;;;;;x
TECH_ONCE_BTN1;OK;OK;OK;;Aceptar;;;;;;;;;x
TECH_ONCE_BTN2;OK;OK;OK;;Aceptar;;;;;;;;;x
TECH_ONCE_BTN3;Details;Détails;Details;;Detalles;;;;;;;;;x
TECH_ONCE_MAP;*;*;*;;*;;;;;;;;;x
TECH_REPEAT_SETUP;When you have increased your technological ability.;Lorsque vos compétences technologiques augmentent.;Wenn Sie Ihre technologische Fähigkeiten verbessert haben.;;Cuando aumente tu habilidad tecnológica.;;;;;;;;;x
TECH_REPEAT_HEADER;Technology Improvement;Amélioration de la technologie;Technologieverbesserung;;Mejoras tecnológicas;;;;;;;;;x
TECH_REPEAT_1;$TYPE$ Advance!;$TYPE$ améliorés !;$TYPE$ verbessert!;;¡Avances en $TYPE$!;;;;;;;;;x
TECH_REPEAT_2;$TITLE$, we have improved our abilities in $TYPE$ to level $LEVEL$, giving us the following benefit.;$TITLE$, nos compétences $TYPE$ se sont améliorées et sont maintenant de niveau $LEVEL$, ce qui nous donne l'avantage suivant.;$TITLE$, wir haben unsere Fähigkeiten in ;;$TITLE$, hemos mejorado nuestras habilidades en $TYPE$ hasta el nivel $LEVEL$, lo que nos da los siguientes beneficios.;;;;;;;;;x
TECH_REPEAT_3;$EFFECT$;$EFFECT$;$TYPE$ auf Stufe $LEVEL$ erhöht, was uns nun die folgenden Vorzüge bietet:;;$EFFECT$;;;;;;;;;x
TECH_REPEAT_4;*;*;$EFFECT$;;*;;;;;;;;;x
TECH_REPEAT_5;*;*;*;;*;;;;;;;;;x
TECH_REPEAT_6;*;*;*;;*;;;;;;;;;x
TECH_REPEAT_LOG;TECH_REPEAT_LOG > TITLE=$TITLE$ + NAME=$NAME$ + MINISTERNAME=$MINISTERNAME$ + POSITION=$POSITION$ + PERSONALITY_DESC=$PERSONALITY_DESC$ + ELECTION_YEAR=$ELECTION_YEAR$ + WINNING_PARTY=$WINNING_PARTY$ + foreign_minister=$foreign_minister$ + COUNTRY=$COUNTRY$ + EVENT=$EVENT$ + OPTION=$OPTION$ + DESC=$DESC$ + LAWNAME=$LAWNAME$ + EFFECT=$EFFECT$ + TYPE=$TYPE$ + LEVEL=$LEVEL$ + PROV=$PROV$ + TARGET=$TARGET$ + IMPACT=$IMPACT$ + EVIL=$EVIL$ + TRANSPORTS=$TRANSPORTS$ + ESCORTS=$ESCORTS$ + CONVOY=$CONVOY$ + minister_of_intelligence=$minister_of_intelligence$ + chief_of_army=$chief_of_army$ + UNIT=$UNIT$ + MONARCHTITLE=$MONARCHTITLE$ + LOCATION=$LOCATION$ + NEWHOME=$NEWHOME$ + chief_of_navy=$chief_of_navy$ + chief_of_staff=$chief_of_staff$ + PARENT=$PARENT$ + SUB=$SUB$ + OLD=$OLD$ + NEW=$NEW$ + FREE=$FREE$ + FCAPITAL=$FCAPITAL$ + FROM=$FROM$ + minister_of_security=$minister_of_security$ + REBELS=$REBELS$ + REBELDESC=$REBELDESC$ + EVENTDESC=$EVENTDESC$ + head_of_government=$head_of_government$ + MESSENGER=$MESSENGER$ +  $TYPE$ increased to $LEVEL$;$TYPE$ augmentés à $LEVEL$;$TYPE$ erhöht auf $LEVEL$;;$TYPE$ ha aumentado hasta $LEVEL$;;;;;;;;;x
TECH_REPEAT_BTN1;OK;OK;OK;;Aceptar;;;;;;;;;x
TECH_REPEAT_BTN2;OK;OK;OK;;Aceptar;;;;;;;;;x
TECH_REPEAT_BTN3;Details;Détails;Details;;Detalles;;;;;;;;;x
TECH_REPEAT_MAP;*;*;*;;*;;;;;;;;;x
WE_NUKE_SETUP;When we drop a nuke on an enemy province.;Lorsque nous larguons une bombe sur une province ennemie.;Wenn wir eine Atombombe auf eine feindliche Provinz abwerfen.;;Cuando lancemos un ataque nuclear sobre una provincia enemiga.;;;;;;;;;x
WE_NUKE_HEADER;We have dropped a;Nous avons largué une;Wir haben eine;;Hemos lanzado una;;;;;;;;;x
WE_NUKE_1;Nuclear bomb on $PROV$;bombe atomique sur la province : $PROV$;Atombombe auf $PROV$ abgeworfen;;bomba nuclear sobre $PROV$;;;;;;;;;x
WE_NUKE_2;$TITLE$, we can report we have successfully dropped a nuclear bomb on $PROV$. This has destroyed most of the industry and killed many people.;$TITLE$, nous vous signalons la réussite du largage d'une bombe atomique sur la province : $PROV$. Ceci a détruit la plupart de l'industrie et a fait de nombreuses victimes.;$TITLE$, wir können vermelden, erfolgreich eine Atombombe auf $PROV$ abgeworfen zu haben. Diese hat den größten Teil der Industrie zerstört und viele Menschen getötet.;;$TITLE$, podemos informar de que hemos lanzado una bomba nuclear con éxito sobre $PROV$. Esto ha destruido la mayoría de la industria y ha matado a mucha gente.;;;;;;;;;x
WE_NUKE_3;The national unity of $TARGET$ has dropped by $IMPACT$.;L'unité nationale de : $TARGET$ a chuté de $IMPACT$.;Der nationale Zusammenhalt von $TARGET$ ist um $IMPACT$ gesunken.;;La unidad nacional de $TARGET$ ha caído en $IMPACT$.;;;;;;;;;x
WE_NUKE_4;*;*;*;;*;;;;;;;;;x
WE_NUKE_5;*;*;*;;*;;;;;;;;;x
WE_NUKE_6;*;*;*;;*;;;;;;;;;x
WE_NUKE_LOG;WE_NUKE_LOG > TITLE=$TITLE$ + NAME=$NAME$ + MINISTERNAME=$MINISTERNAME$ + POSITION=$POSITION$ + PERSONALITY_DESC=$PERSONALITY_DESC$ + ELECTION_YEAR=$ELECTION_YEAR$ + WINNING_PARTY=$WINNING_PARTY$ + foreign_minister=$foreign_minister$ + COUNTRY=$COUNTRY$ + EVENT=$EVENT$ + OPTION=$OPTION$ + DESC=$DESC$ + LAWNAME=$LAWNAME$ + EFFECT=$EFFECT$ + TYPE=$TYPE$ + LEVEL=$LEVEL$ + PROV=$PROV$ + TARGET=$TARGET$ + IMPACT=$IMPACT$ + EVIL=$EVIL$ + TRANSPORTS=$TRANSPORTS$ + ESCORTS=$ESCORTS$ + CONVOY=$CONVOY$ + minister_of_intelligence=$minister_of_intelligence$ + chief_of_army=$chief_of_army$ + UNIT=$UNIT$ + MONARCHTITLE=$MONARCHTITLE$ + LOCATION=$LOCATION$ + NEWHOME=$NEWHOME$ + chief_of_navy=$chief_of_navy$ + chief_of_staff=$chief_of_staff$ + PARENT=$PARENT$ + SUB=$SUB$ + OLD=$OLD$ + NEW=$NEW$ + FREE=$FREE$ + FCAPITAL=$FCAPITAL$ + FROM=$FROM$ + minister_of_security=$minister_of_security$ + REBELS=$REBELS$ + REBELDESC=$REBELDESC$ + EVENTDESC=$EVENTDESC$ + head_of_government=$head_of_government$ + MESSENGER=$MESSENGER$ +  We nuked $PROV$, reducing $TARGET$'s national unity by $IMPACT$.;Nous avons atomisé la province : $PROV$, ce qui a réduit l'unité nationale de : $TARGET$ de $IMPACT$.;Wir haben eine Atombombe auf $PROV$ abgeworfen und damit $TARGET$s nationalen Zusammenhalt um $IMPACT$ gesenkt.;;Hemos lanzado un ataque nuclear sobre $PROV$, reduciendo la unidad nacional de $TARGET$ en $IMPACT$.;;;;;;;;;x
WE_NUKE_BTN1;OK;OK;OK;;Aceptar;;;;;;;;;x
WE_NUKE_BTN2;OK;OK;OK;;Aceptar;;;;;;;;;x
WE_NUKE_BTN3;Details;Détails;Details;;Detalles;;;;;;;;;x
WE_NUKE_MAP;Nuclear Attack!;*;*;;*;;;;;;;;;x
NUKE_ON_US_SETUP;When someone drops a nuke on one of our provinces.;Lorsque quelqu'un largue une bombe atomique sur l'une de nos provinces.;Wenn jemand eine Atombombe auf eine unserer Provinzen abwirft.;;Cuando lancen un ataque nuclear sobre una de nuestras provincias.;;;;;;;;;x
NUKE_ON_US_HEADER;$EVIL$ has dropped a;$EVIL$ a largué une;$EVIL$ hat eine;;$EVIL$ ha lanzado una;;;;;;;;;x
NUKE_ON_US_1;Nuclear bomb on $PROV$;bombe atomique sur la province : $PROV$;Atombombe auf $PROV$ abgeworfen;;bomba nuclear sobre $PROV$;;;;;;;;;x
NUKE_ON_US_2;$TITLE$, we are shocked to report that $EVIL$ have dropped a nuclear bomb on $PROV$. This has destroyed most of the industry and killed many people.;$TITLE$, nous sommes navrés de vous apprendre que $EVIL$ a largué une bombe atomique sur $PROV$. Ceci a détruit la plupart de l'industrie et a fait de nombreuses victimes.;$TITLE$, wir müssen leider berichten, dass $EVIL$ eine Atombombe auf $PROV$ abgeworfen hat. Diese hat den größten Teil der Industrie zerstört und viele Menschen getötet.;;$TITLE$, nos entristece informar que $EVIL$ ha lanzado una bomba nuclear sobre $PROV$. Esto ha destruido la mayoría de la industria y ha matado a mucha gente.;;;;;;;;;x
NUKE_ON_US_3;Our national unity has dropped by $IMPACT$.;Notre unité nationale a chuté de $IMPACT$.;Unser nationaler Zusammenhalt ist um $IMPACT$ gesunken.;;Nuestra unidad nacional ha caído en $IMPACT$.;;;;;;;;;x
NUKE_ON_US_4;*;*;*;;*;;;;;;;;;x
NUKE_ON_US_5;*;*;*;;*;;;;;;;;;x
NUKE_ON_US_6;*;*;*;;*;;;;;;;;;x
NUKE_ON_US_LOG;NUKE_ON_US_LOG > TITLE=$TITLE$ + NAME=$NAME$ + MINISTERNAME=$MINISTERNAME$ + POSITION=$POSITION$ + PERSONALITY_DESC=$PERSONALITY_DESC$ + ELECTION_YEAR=$ELECTION_YEAR$ + WINNING_PARTY=$WINNING_PARTY$ + foreign_minister=$foreign_minister$ + COUNTRY=$COUNTRY$ + EVENT=$EVENT$ + OPTION=$OPTION$ + DESC=$DESC$ + LAWNAME=$LAWNAME$ + EFFECT=$EFFECT$ + TYPE=$TYPE$ + LEVEL=$LEVEL$ + PROV=$PROV$ + TARGET=$TARGET$ + IMPACT=$IMPACT$ + EVIL=$EVIL$ + TRANSPORTS=$TRANSPORTS$ + ESCORTS=$ESCORTS$ + CONVOY=$CONVOY$ + minister_of_intelligence=$minister_of_intelligence$ + chief_of_army=$chief_of_army$ + UNIT=$UNIT$ + MONARCHTITLE=$MONARCHTITLE$ + LOCATION=$LOCATION$ + NEWHOME=$NEWHOME$ + chief_of_navy=$chief_of_navy$ + chief_of_staff=$chief_of_staff$ + PARENT=$PARENT$ + SUB=$SUB$ + OLD=$OLD$ + NEW=$NEW$ + FREE=$FREE$ + FCAPITAL=$FCAPITAL$ + FROM=$FROM$ + minister_of_security=$minister_of_security$ + REBELS=$REBELS$ + REBELDESC=$REBELDESC$ + EVENTDESC=$EVENTDESC$ + head_of_government=$head_of_government$ + MESSENGER=$MESSENGER$ +  $EVIL$ nuked $PROV$, reducing our national unity by $IMPACT$.;$EVIL$ a atomisé $PROV$, ce qui a réduit notre unité nationale de $IMPACT$.;$EVIL$ hat eine Atombombe auf $PROV$ abgeworfen, was unseren nationalen Zusammenhalt um $IMPACT$ gesenkt hat.;;$EVIL$ lanzó un ataque nuclear sobre $PROV$, reduciendo nuestra unidad nacional en $IMPACT$.;;;;;;;;;x
NUKE_ON_US_BTN1;OK;OK;OK;;Aceptar;;;;;;;;;x
NUKE_ON_US_BTN2;OK;OK;OK;;Aceptar;;;;;;;;;x
NUKE_ON_US_BTN3;Details;Détails;Details;;Detalles;;;;;;;;;x
NUKE_ON_US_MAP;Nuclear Attack!;*;*;;*;;;;;;;;;x
NUKE_ON_OTHER_SETUP;When someone else drops a nuke on an enemy province.;Lorsque quelqu'un d'autre largue une bombe atomique sur une province ennemie.;Wenn jemand anderes eine Atombombe auf eine feindliche Provinz abwirft.;;Cuando alguien lance un ataque nuclear sobre una provincia enemiga.;;;;;;;;;x
NUKE_ON_OTHER_HEADER;$EVIL$ has dropped a;$EVIL$ a largué une;$EVIL$ hat eine;;$EVIL$ ha lanzado una;;;;;;;;;x
NUKE_ON_OTHER_1;Nuclear bomb on $PROV$;bombe atomique sur $PROV$;Atombombe auf $PROV$ abgeworfen;;bomba nuclear sobre $PROV$;;;;;;;;;x
NUKE_ON_OTHER_2;$TITLE$, we can report that $EVIL$ have dropped a nuclear bomb on $PROV$. This has destroyed most of the industry and killed many people.;$TITLE$, nous vous informons que $EVIL$ a largué une bombe atomique sur $PROV$. Ceci a détruit la plupart de l'industrie et a fait de nombreuses victimes.;$TITLE$, wir berichten, dass $EVIL$ eine Atombombe auf $PROV$ abgeworfen hat. Diese hat den größten Teil der Industrie zerstört und viele Menschen getötet.;;$TITLE$, podemos informar que $EVIL$ ha lanzado una bomba nuclear sobre $PROV$. Esto ha destruido la mayoría de la industria y ha matado a mucha gente.;;;;;;;;;x
NUKE_ON_OTHER_3;The national unity of $TARGET$ has dropped by $IMPACT$.;L'unité nationale de $TARGET$ a chuté de $IMPACT$.;Der nationale Zusammenhalt von $TARGET$ ist um $IMPACT$ gesunken.;;La unidad nacional de $TARGET$ ha caído en $IMPACT$.;;;;;;;;;x
NUKE_ON_OTHER_4;*;*;*;;*;;;;;;;;;x
NUKE_ON_OTHER_5;*;*;*;;*;;;;;;;;;x
NUKE_ON_OTHER_6;*;*;*;;*;;;;;;;;;x
NUKE_ON_OTHER_LOG;NUKE_ON_OTHER_LOG > TITLE=$TITLE$ + NAME=$NAME$ + MINISTERNAME=$MINISTERNAME$ + POSITION=$POSITION$ + PERSONALITY_DESC=$PERSONALITY_DESC$ + ELECTION_YEAR=$ELECTION_YEAR$ + WINNING_PARTY=$WINNING_PARTY$ + foreign_minister=$foreign_minister$ + COUNTRY=$COUNTRY$ + EVENT=$EVENT$ + OPTION=$OPTION$ + DESC=$DESC$ + LAWNAME=$LAWNAME$ + EFFECT=$EFFECT$ + TYPE=$TYPE$ + LEVEL=$LEVEL$ + PROV=$PROV$ + TARGET=$TARGET$ + IMPACT=$IMPACT$ + EVIL=$EVIL$ + TRANSPORTS=$TRANSPORTS$ + ESCORTS=$ESCORTS$ + CONVOY=$CONVOY$ + minister_of_intelligence=$minister_of_intelligence$ + chief_of_army=$chief_of_army$ + UNIT=$UNIT$ + MONARCHTITLE=$MONARCHTITLE$ + LOCATION=$LOCATION$ + NEWHOME=$NEWHOME$ + chief_of_navy=$chief_of_navy$ + chief_of_staff=$chief_of_staff$ + PARENT=$PARENT$ + SUB=$SUB$ + OLD=$OLD$ + NEW=$NEW$ + FREE=$FREE$ + FCAPITAL=$FCAPITAL$ + FROM=$FROM$ + minister_of_security=$minister_of_security$ + REBELS=$REBELS$ + REBELDESC=$REBELDESC$ + EVENTDESC=$EVENTDESC$ + head_of_government=$head_of_government$ + MESSENGER=$MESSENGER$ +  $EVIL$ nuked $PROV$, reducing $TARGET$'s national unity by $IMPACT$.;$EVIL$ a atomisé $PROV$, ce qui a réduit de $MPACT$ l'unité nationale de $TARGET$.;$EVIL$ hat eine Atombombe auf $PROV$ abgeworfen und damit $TARGET$s nationalen Zusammenhalt um $IMPACT$ gesenkt.;;$EVIL$ ha lanzado un ataque nuclear sobre $PROV$, reduciendo la unidad nacional de $TARGET$ en $IMPACT$.;;;;;;;;;x
NUKE_ON_OTHER_BTN1;OK;OK;OK;;Aceptar;;;;;;;;;x
NUKE_ON_OTHER_BTN2;OK;OK;OK;;Aceptar;;;;;;;;;x
NUKE_ON_OTHER_BTN3;Details;Détails;Details;;Detalles;;;;;;;;;x
NUKE_ON_OTHER_MAP;Nuclear Attack!;*;*;;*;;;;;;;;;x
WE_ATTACK_CONVOY_SETUP;When we attack a convoy.;Lorsque nous attaquons un convoi.;Wenn wir einen Konvoi angreifen.;;Cuando atacamos un convoy.;;;;;;;;;x
WE_ATTACK_CONVOY_HEADER;Our convoy-raiders have caught a convoy, and attacked it in;Nos intercepteurs ont surpris un convoi et l'ont attaqué dans la province :;Unsere Handelszerstörer haben einen Konvoi in;;Nuestros atacantes a convoyes han atrapado uno y lo han atacado en;;;;;;;;;x
WE_ATTACK_CONVOY_1;$PROV$;$PROV$.;$PROV$ gestellt und angegriffen;;$PROV$;;;;;;;;;x
WE_ATTACK_CONVOY_2;$TITLE$, we can report that we have managed to sink;$TITLE$, nous vous informons que nous avons réussi à couler;$TITLE$, wir können vermelden, dass wir;;$TITLE$, podemos informar que hemos logrado hundir;;;;;;;;;x
WE_ATTACK_CONVOY_3;$TRANSPORTS$ transport(s) and $ESCORTS$ escort(s).;$TRANSPORTS$ navire(s) de transport et $ESCORTS$ escorte(s).;$TRANSPORTS$ Transporter und $ESCORTS$ Geleitschiff(e) versenken konnten.;;$TRANSPORTS$ transporte(s) y $ESCORTS$ escolta(s).;;;;;;;;;x
WE_ATTACK_CONVOY_4;This convoy was on the $CONVOY$ route.;Ce convoi a croisé la route de : $CONVOY$.;Dieser Konvoi war auf der $CONVOY$-Route.;;Este convoy estaba en la ruta $CONVOY$.;;;;;;;;;x
WE_ATTACK_CONVOY_5;*;*;*;;*;;;;;;;;;x
WE_ATTACK_CONVOY_6;*;*;*;;*;;;;;;;;;x
WE_ATTACK_CONVOY_LOG;WE_ATTACK_CONVOY_LOG > TITLE=$TITLE$ + NAME=$NAME$ + MINISTERNAME=$MINISTERNAME$ + POSITION=$POSITION$ + PERSONALITY_DESC=$PERSONALITY_DESC$ + ELECTION_YEAR=$ELECTION_YEAR$ + WINNING_PARTY=$WINNING_PARTY$ + foreign_minister=$foreign_minister$ + COUNTRY=$COUNTRY$ + EVENT=$EVENT$ + OPTION=$OPTION$ + DESC=$DESC$ + LAWNAME=$LAWNAME$ + EFFECT=$EFFECT$ + TYPE=$TYPE$ + LEVEL=$LEVEL$ + PROV=$PROV$ + TARGET=$TARGET$ + IMPACT=$IMPACT$ + EVIL=$EVIL$ + TRANSPORTS=$TRANSPORTS$ + ESCORTS=$ESCORTS$ + CONVOY=$CONVOY$ + minister_of_intelligence=$minister_of_intelligence$ + chief_of_army=$chief_of_army$ + UNIT=$UNIT$ + MONARCHTITLE=$MONARCHTITLE$ + LOCATION=$LOCATION$ + NEWHOME=$NEWHOME$ + chief_of_navy=$chief_of_navy$ + chief_of_staff=$chief_of_staff$ + PARENT=$PARENT$ + SUB=$SUB$ + OLD=$OLD$ + NEW=$NEW$ + FREE=$FREE$ + FCAPITAL=$FCAPITAL$ + FROM=$FROM$ + minister_of_security=$minister_of_security$ + REBELS=$REBELS$ + REBELDESC=$REBELDESC$ + EVENTDESC=$EVENTDESC$ + head_of_government=$head_of_government$ + MESSENGER=$MESSENGER$ +  We sink $TRANSPORTS$ transport(s) and $ESCORTS$ escort(s) in $PROV$ on the $CONVOY$ convoy.;Nous avons coulé $TRANSPORTS$ navire(s) de transport et $ESCORTS$ escorte(s) du convoi : $CONVOY$ dans la province : $PROV$.;Wir versenken $TRANSPORTS$ Transporter und $ESCORTS$ Geleitschiff(e) des $CONVOY$ Konvoi in $PROV$.;;Hundimos $TRANSPORTS$ transporte(s) y $ESCORTS$ escolta(s) en $PROV$ en el convoy $CONVOY$.;;;;;;;;;x
WE_ATTACK_CONVOY_BTN1;OK;OK;OK;;Aceptar;;;;;;;;;x
WE_ATTACK_CONVOY_BTN2;OK;OK;OK;;Aceptar;;;;;;;;;x
WE_ATTACK_CONVOY_BTN3;Goto;Détails;Details;;Detalles;;;;;;;;;x
WE_ATTACK_CONVOY_MAP;Convoy Engaged!;*;*;;*;;;;;;;;;x
CONVOY_ATTACK_ON_US_SETUP;When one of our convoys is under attack;Lorsque l'un de nos convois subit une attaque.;Wenn einer unserer Konvois angegriffen wird;;Cuando una de nuestros convoyes esté siendo atacado.;;;;;;;;;x
CONVOY_ATTACK_ON_US_HEADER;Convoy under attack in;Un convoi a été attaqué dans la province :;Konvoi wird angegriffen in;;Convoy bajo ataque en;;;;;;;;;x
CONVOY_ATTACK_ON_US_1;$PROV$;$PROV$.;$PROV$;;$PROV$;;;;;;;;;x
